Dates,TSM_HIGH,TSM_LOW,TSM_OPEN,TSM_LAST,TSM_IV1st_90%,TSM_IV1st_95%,TSM_IV1st_97.5%,TSM_IV1st_100%,TSM_IV1st_102.5%,TSM_IV1st_105%,TSM_IV1st_110%,TSM_IV2nd_90%,TSM_IV2nd_95%,TSM_IV2nd_97.5%,TSM_IV2nd_100%,TSM_IV2nd_102.5%,TSM_IV2nd_105%,TSM_IV2nd_110%,TSM_IV1m_90%,TSM_IV1m_95%,TSM_IV1m_97.5%,TSM_IV1m_100%,TSM_IV1m_102.5%,TSM_IV1m_105%,TSM_IV1m_110%,TSM_IV2m_90%,TSM_IV2m_95%,TSM_IV2m_97.5%,TSM_IV2m_100%,TSM_IV2m_102.5%,TSM_IV2m_105%,TSM_IV2m_110%,TSM_IV3m_90%,TSM_IV3m_95%,TSM_IV3m_97.5%,TSM_IV3m_100%,TSM_IV3m_102.5%,TSM_IV3m_105%,TSM_IV3m_110%
9/9/2019,44.08,43.54,43.91,43.85,35.37300000000001,28.7454,27.3569,24.9005,22.6885,25.179,25.179,30.8122,28.1736,27.4361,26.7644,25.7965,25.1923,25.4572,31.3842,28.2416,27.4268,26.5516,25.4499,25.1907,25.4246,29.9645,27.8586,27.3559,26.7815,26.2627,25.5524,25.7494,29.4578,27.6728,27.309,26.7915,26.5314,25.7605,25.9187
10/9/2019,44.1,43.36,43.6,44.1,36.3034,29.9397,27.5788,24.8972,23.5288,22.8395,22.8395,31.2626,28.4403,27.3328,26.2997,26.0036,25.3301,24.9564,31.7771,28.5865,27.3563,26.1693,25.7782,25.1035,24.7626,30.4152,28.6276,27.5713,27.0972,26.5739,25.9147,25.4901,29.9436,28.7292,27.7003,27.5218,26.8795,26.2276,25.7762
11/9/2019,44.27,43.84,43.91,44.22,39.0361,27.8389,26.1136,23.7341,23.5204,23.1902,23.1902,30.8205,28.3225,26.9498,25.7726,25.5274,24.9935,23.9503,31.5111,28.2865,26.888,25.6254,25.3824,24.8628,23.8942,30.2113,28.0637,27.144,26.6589,26.1622,25.7786,24.635,29.8969,27.9312,27.2422,27.0983,26.479,26.1687,24.9757
12/9/2019,44.46,43.93,44.29,44.07,40.9519,29.0003,24.8435,23.8651,22.5336,23.451,23.451,30.2557,27.3772,26.4794,25.159,24.9999,24.3774,23.297,30.9666,27.4725,26.3887,25.0868,24.8656,24.3254,23.3059,29.6859,27.4503,26.7061,26.3277,25.6868,24.9176,24.414,29.4115,27.485,26.813,26.8647,26.0065,25.17,24.9267
13/9/2019,44.83,44.19,44.43,44.74,39.6972,27.2014,25.1765,24.8353,25.3819,37.0428,33.3997,28.5163,28.4454,27.3986,27.2852,26.2866,26.2973,27.6535,29.0682,28.3946,27.3096,27.1875,26.2495,26.8311,27.9166,29.0372,27.5402,26.815,26.3613,26.0061,25.6902,26.6377,29.2654,27.1289,26.5519,25.9407,25.8806,25.4161,26.1743
16/9/2019,44.74,44.49,44.53,44.6,39.0047,36.6741,31.8173,28.6236,27.2425,27.2341,27.2341,32.8149,29.4563,28.4448,27.4838,26.6991,25.9141,25.65,32.8793,29.5334,28.4788,27.4948,26.7043,25.927,25.6656,30.5711,28.6427,27.8557,27.1926,26.7117,26.0306,25.3645,29.7129,28.3409,27.6383,27.0859,26.7162,26.0729,25.2598
17/9/2019,45.15,44.21,44.28,45.13,36.9126,36.9126,30.1779,28.6485,24.1903,24.1903,24.1903,31.9688,28.9082,28.9205,26.9944,26.0816,25.3993,25.4927,31.9878,28.9408,28.9251,27.0005,26.0751,25.3951,25.4881,30.0132,27.815,27.4144,26.7649,25.867,25.355,25.2975,29.3172,27.4326,26.8821,26.6863,25.7936,25.3398,25.2307
18/9/2019,45.2,44.61,45.17,45.04,62.4446,48.3053,34.1476,29.3858,32.408,32.408,32.408,32.2242,28.9313,27.9938,26.8854,25.7146,25.0847,24.6863,32.2242,28.9313,27.9938,26.8854,25.7146,25.0847,24.6863,30.0545,27.7779,27.3195,26.5194,25.6725,25.1928,24.3933,29.3285,27.3997,27.1008,26.4015,25.659,25.2272,24.2991
19/9/2019,45.22,44.7612,44.8,44.9,38.2231,38.2231,38.2231,21.5672,20.02,20.02,20.02,31.9735,28.836,27.4915,26.387,26.25,24.9309,25.2468,31.84,28.7568,27.445,26.3705,26.2139,24.9404,25.2026,29.8032,27.5635,26.7503,26.1258,25.6756,25.0794,24.5427,29.1234,27.1717,26.5249,26.0472,25.5015,25.1235,24.3284
20/9/2019,44.9,43.87,44.77,43.87,31.8085,30.0906,28.0417,27.2648,26.3137,25.9222,25.9958,31.8085,30.0906,28.0417,27.2648,26.3137,25.9222,25.9958,31.5269,29.8255,27.944000000000006,27.1935,26.2733,25.8808,25.8905,29.4458,27.8662,27.2382,26.681,25.9845,25.5837,25.1282,28.7502,27.2115,27.0092,26.5154,25.8916,25.4883,24.8801
23/9/2019,44.29,43.85,44.18,44.07,31.7841,29.0354,27.1814,26.3812,26.4756,25.4179,24.1448,30.1167,27.4417,25.8405,25.4412,25.8313,24.0358,23.3954,31.2677,28.5422,26.7656,26.0883,26.2741,24.9901,23.9109,29.6786,27.2706,25.9496,25.5308,25.7058,24.2568,23.5881,28.6984,26.8931,26.1863,25.7255,25.4296,24.7328,24.0036
24/9/2019,44.55,44.06,44.4,44.12,33.3779,30.1494,29.5147,27.8551,27.7685,26.9461,25.2931,30.6937,28.9569,27.3138,26.5685,26.0012,25.3109,24.4827,32.4069,29.7121,28.7169,27.3842,27.1255,26.3506,24.9951,30.3019,28.5923,27.078000000000007,26.4975,26.0593,25.4033,24.5107,29.5411,27.8846,26.6232,26.3617,26.1696,25.5782,24.5641
25/9/2019,45.095,44.0,44.2,45.01,33.7495,30.0543,28.4247,27.262,26.6393,26.4314,23.2926,30.525,27.2158,26.1804,25.8646,24.9689,24.228,23.5995,32.4183,28.8821,27.4932,26.677,25.9425,25.5182,23.4235,29.9412,27.1775,26.1873,25.8797,25.0869,24.4944,23.8002,28.9331,27.113000000000003,26.1989,25.9051,25.2841,24.9359,24.1339
26/9/2019,46.51,45.1,45.1,46.46,36.0784,31.346,29.8212,28.5942,27.9855,27.3104,26.4289,31.0801,28.7657,27.4086,26.6228,25.4738,24.8832,25.0787,33.7906,30.1448,28.6976,27.673,26.8188,26.1827,25.7947,30.4472,28.301,27.1941,26.6208,25.8107,25.1376,24.9161,29.4732,27.5901,26.8695,26.6178,26.3075,25.5139,24.6705
27/9/2019,46.48,45.19,46.0,45.51,36.996,32.6083,31.1547,29.2465,27.8428,26.966,26.3795,33.2504,30.3987,28.8804,27.7137,26.2892,25.5903,24.6883,35.0794,31.4676,29.9822,28.4521,27.0383,26.2527,25.5056,32.4007,29.8826,28.6849,27.6904,26.568,25.8932,24.891,31.2205,29.1734,28.4197,27.6589,26.9389,26.2954,25.1614
30/9/2019,46.74,46.12,46.57,46.48,36.5963,31.0078,30.213,29.0878,28.633000000000006,27.9526,27.6994,33.1666,29.8747,28.7558,27.6003,26.7593,26.012,24.6705,34.3811,30.268,29.2636,28.1191,27.4162,26.6932,25.7492,31.5924,29.222,28.3326,27.3832,26.651,26.0233,24.7988,29.9167,28.547,27.8982,27.162,26.5411,26.0347,24.9279
1/10/2019,47.8454,46.96,46.96,47.19,38.0651,32.4421,31.324,30.1102,29.188,28.7743,28.711,32.4591,30.3579,29.391,28.2336,27.4769,26.3479,25.8839,34.0881,30.9433,29.9335,28.7603,27.9565,27.0349,26.6889,31.6767,29.8457,28.8768,28.0201,27.282,26.2618,25.6353,30.9169,29.352,28.3809,27.8163,27.0959,26.1799,25.3975
2/10/2019,46.94,46.33,46.71,46.43,40.3532,35.2453,33.0214,31.7806,31.6335,30.7496,29.572,35.6829,32.2126,30.9933,30.0196,29.1842,28.5085,27.8949,36.856,32.9647,31.4912,30.4509,29.7895,29.0613,28.3058,33.9102,31.3263,30.2728,29.5273,28.6958,28.0264,27.3487,32.2848,30.5323,29.6301,29.0912,28.2629,27.5991,26.8633
3/10/2019,47.14,46.24,46.45,47.13,40.0761,34.2432,32.7001,31.555,30.0162,28.369,27.5047,35.6427,32.1802,30.5063,29.3289,28.2957,27.3384,27.2687,36.6063,32.6187,30.974,29.8042,28.6609,27.5553,27.3178,33.7102,31.14,29.941,29.0313,28.0852,27.2094,26.7385,32.0702,30.2767,29.4782,28.7895,27.9146,27.1051,26.304
4/10/2019,47.45,46.78,47.03,47.42,39.6655,32.9834,30.6985,29.3288,28.0585,27.4372,27.3109,32.853,30.3206,28.8135,27.6011,26.2918,25.276,26.3485,34.1609,30.8099,29.1569,27.9154,26.6138,25.6727,26.5218,31.9157,29.9345,28.7501,27.8978,26.8768,25.979,25.935,31.1993,29.6436,28.7028,28.1168,27.3044,26.4905,25.6226
7/10/2019,48.145,47.43,47.73,47.95,44.0748,35.2393,33.3628,31.3227,30.2368,30.2004,30.2004,33.3749,30.8605,29.5764,28.4482,27.4046,26.6802,25.9376,34.6107,31.3323,29.982,28.7527,27.705,27.058000000000003,26.4011,31.8723,29.8491,28.9566,28.009,27.1215,26.7881,25.884,30.94,29.2282,28.58,27.7434,26.9509,26.8524,25.852
8/10/2019,48.4,47.6,48.26,47.86,45.6841,37.9248,35.8357,34.5385,33.0166,33.6643,33.6643,34.8105,31.7867,30.5721,30.114,28.9744,28.235,28.4141,35.81,32.3249,31.0297,30.4947,29.321,28.711,28.8729,32.7502,30.5711,29.8218,29.244,28.3507,27.6453,27.3572,31.5449,29.873,29.3959,28.7482,27.9975,27.3116,26.7508
9/10/2019,49.055,48.17,48.2,48.68,46.6199,40.4875,37.2197,36.6617,35.0532,34.8676,34.8676,35.801,33.5826,32.1309,31.4822,30.8149,30.8041,30.8951,36.5676,34.053000000000004,32.4707,31.8291,31.0955,31.0724,31.157,33.6424,32.0061,30.901,31.5963,30.0774,29.6294,29.158,32.4645,31.1557,30.2424,31.6554,29.687,29.0004,28.2135
10/10/2019,49.39,48.49,48.91,48.93,47.4003,38.6903,37.3898,35.4415,35.574,35.574,35.574,35.9341,32.4256,31.7387,30.8062,30.14,29.7757,29.0471,36.5417,32.7406,32.021,31.035,30.4117,30.0675,29.3798,33.3362,31.2286,30.6025,29.7157,29.2133,28.9066,28.2931,31.9997,30.631,30.0358,29.1719,28.7529,28.4753,27.92
11/10/2019,49.79,49.33,49.45,49.42,43.424,36.439,34.8858,34.6925,35.9932,35.9932,35.9932,32.9955,29.4589,29.3816,29.0525,29.0559,28.7842,28.2408,33.3828,29.7097,29.5752,29.2514,29.3054,29.0447,28.5238,30.5511,28.0693,28.0133,27.7706,27.6004,27.1194,26.1608,29.3754,27.4157,27.3701,27.1692,26.9143,26.3295,25.1607
14/10/2019,50.13,49.3,49.42,49.91,58.3872,41.4638,40.5386,40.6788,40.6835,40.6835,40.6835,32.2593,29.0632,27.7804,26.8801,26.7099,26.5443,26.213,32.428000000000004,29.1325,27.8526,26.9598,26.791,26.6267,26.298,29.053,27.1005,26.2919,25.6177,25.4372,25.26,24.9057,27.7666,26.3335,25.7165,25.1322,24.9474,24.7656,24.4018
15/10/2019,50.64,50.11,50.2,50.39,52.9416,47.277,42.4791,42.7545,42.7545,42.7545,42.7545,31.0395,27.6384,27.03,26.3235,25.9025,25.4815,25.5442,31.0395,27.6384,27.03,26.3235,25.9025,25.4815,25.5442,28.3385,26.1406,25.6311,24.9854,24.7188,24.4525,24.2734,27.3355,25.5985,25.1258,24.5024,24.2931,24.0839,23.815
16/10/2019,51.13,50.073,50.34,50.13,77.2758,67.335,58.7044,59.632,64.2433,68.8546,77.0878,31.3148,28.8674,26.839,26.2744,26.2076,26.1408,26.3253,31.1433,28.78,26.8286,26.2148,26.1372,26.0597,26.2134,28.4934,27.4586,26.675,25.3182,25.0754,24.8331,24.5033,27.5109,26.9833,26.6213,24.9985,24.695,24.3916,23.8791
17/10/2019,51.21,49.26,51.14,49.75,96.1113,58.2149,38.071,23.9735,21.8072,21.8072,21.8072,27.5132,24.4573,23.1719,21.1084,20.8888,21.1573,21.6944,27.36,24.4327,23.1985,21.2207,20.9889,21.2247,21.6977,26.2413,24.2564,23.3873,22.0047,21.6896,21.6992,21.7212,25.8404,24.1947,23.4527,22.2712,21.9283,21.8619,21.7293
18/10/2019,50.09,49.1273,49.65,49.28,26.3202,23.3264,22.2504,21.09,20.95,21.7685,23.4055,26.3202,23.3264,22.2504,21.09,20.95,21.7685,23.4055,26.208,23.4045,22.3864,21.3494,21.1647,21.8026,23.1038,25.6868,23.7599,23.0006,22.5017,22.1234,21.9584,21.6649,25.5073,23.8952,23.2296,22.8983,22.4628,22.0398,21.194000000000006
21/10/2019,50.11,49.33,49.53,50.0,26.9901,23.145,21.1541,19.9877,20.5579,21.1281,22.2309,25.2694,22.5914,21.6612,20.939,20.701,20.463,20.0027,26.4316,22.9628,21.3237,20.3083,20.6055,20.9098,21.5172,25.2852,22.6557,21.7319,21.0211,20.7751,20.5291,20.0547,25.5554,23.8385,23.0621,22.5725,22.1956,21.8187,21.1104
22/10/2019,50.83,50.18,50.3,50.64,27.6902,23.5469,22.0289,21.5904,21.2574,20.9244,20.4464,25.051,23.1387,22.1966,21.3077,20.7557,20.2037,19.4114,26.7163,23.3923,22.0929,21.4832,21.0678,20.653,20.0587,25.0882,23.2318,22.338,21.4902,20.9498,20.4095,19.6434,25.4674,24.2068,23.7093,23.2476,22.819000000000006,22.3905,21.83
23/10/2019,50.4,49.92,50.1,50.17,28.1844,23.3579,21.3734,20.2748,20.9308,21.5868,22.7981,25.2807,23.0719,22.096,21.4221,20.9061,20.3901,19.4373,26.9809,23.236,21.6854,20.7732,20.9203,21.0834,21.4255,25.3459,23.1756,22.2747,21.6031,21.1018,20.6005,19.6843,25.7238,23.9123,23.3714,22.7572,22.3362,21.9151,21.184
24/10/2019,51.05,50.23,50.49,50.95,26.6389,22.1435,20.4405,20.1449,20.1575,20.17,20.1849,25.1072,22.5346,21.4949,20.8134,20.3333,19.8532,19.2828,25.926,22.3293,20.9457,20.4637,20.2408,20.0209,19.7635,25.0684,22.7638,21.7808,21.1066,20.617,20.1274,19.5148,25.101,23.8195,23.0622,22.4537,21.9631,21.4729,20.7444
25/10/2019,51.23,50.69,50.8,51.13,27.6166,20.8004,19.3293,19.3834,19.51,19.6365,19.7639,24.0658,21.7769,20.6081,19.969,19.4016,18.8341,18.2629,25.8449,21.31,19.9995,19.6878,19.4541,19.2265,19.004,24.2113,22.156,21.1281,20.4906,19.9003,19.3101,18.7628,24.774,23.3697,22.8623,22.2483,21.5917,20.935,20.4325
28/10/2019,51.475,51.05,51.4,51.31,29.7115,21.3165,19.5794,19.8108,20.0422,20.2736,20.4677,23.9517,21.34,20.3513,20.0188,19.6862,19.3536,20.4921,26.2011,21.3314,20.073,19.9431,19.8169,19.6944,20.4832,24.2101,21.9362,21.0749,20.6922,20.3096,19.9271,20.5048,24.8368,23.2636,22.6464,22.2168,21.7874,21.3582,20.9633
29/10/2019,51.84,51.44,51.5,51.47,24.8677,22.2358,19.7754,19.9282,20.0809,20.2337,20.3421,23.5232,21.267,20.565,19.9309,19.2967,18.6625,18.2122,23.9739,21.5905,20.3086,19.93,19.5582,19.1937,18.9395,23.8427,21.9624,21.3551,20.7621,20.1692,19.5767,19.1753,24.5993,23.3281,22.9035,22.3485,21.7935,21.2384,20.8152
30/10/2019,52.06,51.565,51.79,51.91,24.6911,20.6448,20.2001,19.9127,19.6253,19.3379,19.2189,23.6966,21.1336,20.5947,20.0976,19.6005,19.1034,18.8978,23.9942,20.9906,20.4791,20.0432,19.6078,19.1729,18.9931,23.9974,21.8113,21.2281,20.7742,20.3205,19.8669,19.6893,24.5405,22.8674,22.4341,22.0163,21.5985,21.1808,20.9336
31/10/2019,51.93,51.35,51.89,51.63,24.0065,21.4468,19.8367,20.2655,20.6944,21.1233,21.4083,24.3033,21.8611,20.8767,20.3371,19.7975,19.2579,18.8993,24.2188,21.7435,20.5849,20.3167,20.0579,19.8088,19.6489,24.5781,22.4534,21.6034,21.0385,20.4736,19.9087,19.6265,24.8766,23.1215,22.6042,22.0516,21.4992,20.947,20.6378
1/11/2019,52.1,51.70399999999999,51.89,52.1,27.3065,22.1773,20.7649,20.3993,20.0337,19.6681,19.5734,24.3698,21.1149,20.2319,19.6108,18.9897,18.3686,18.2078,25.1462,21.389,20.3682,19.8135,19.2595,18.7064,18.5633,24.3684,21.8916,21.1549,20.5301,19.9052,19.2804,19.0918,24.5641,23.0073,22.4666,21.8761,21.2858,20.6959,20.4716
4/11/2019,53.79,53.12,53.55,53.49,35.2021,25.6089,24.3703,23.1317,21.8932,21.7094,21.7094,25.6745,22.9754,22.3083,21.6413,20.9742,20.9997,21.2919,27.5027,23.4374,22.667,21.8982,21.1311,21.1203,21.3625,25.3961,23.461,22.7986,22.1361,21.4737,21.381,21.3954,25.2137,23.7558,23.2217,22.6889,22.1575,21.9532,21.6597
5/11/2019,53.97,53.49,53.63,53.55,28.3919,27.1453,25.3295,23.5138,21.698,21.6167,21.6167,24.8698,22.8097,22.2502,21.6907,21.1312,20.823,20.2302,25.4028,23.4782,22.7157,21.9604,21.2131,20.9382,20.434,24.84,23.4448,22.9451,22.4455,21.9459,21.7387,21.3524,24.9131,23.8482,23.4473,23.0467,22.6466,22.4465,22.0652
6/11/2019,53.75,53.1,53.7,53.64,30.5775,28.3874,25.517,22.6466,19.8889,19.8889,19.8889,25.3708,23.0691,22.0503,21.0315,20.0651,20.3816,21.0144,26.0506,23.7702,22.4945,21.2318,20.044,20.3231,20.8826,25.2785,23.5698,22.8516,22.1352,21.4452,21.3554,21.1843,25.2777,23.9316,23.3728,22.8142,22.2692,22.0534,21.6219
7/11/2019,54.37,53.52,53.9,53.67,31.9972,29.8069,26.7564,23.7059,20.6554,20.6243,20.6243,25.4893,22.9059,22.2793,21.6527,21.0262,21.1938,21.5454,26.2061,23.6793,22.7621,21.8647,20.9897,21.1381,21.4559,25.4547,23.371,22.9061,22.4416,21.9776,21.8418,21.5812,25.4262,23.8153,23.4627,23.1103,22.7582,22.4972,21.9771
8/11/2019,53.53,52.53,53.53,52.83,35.9015,27.9897,26.4253,24.8609,23.2965,22.2473,22.2473,25.0643,22.4481,21.9954,21.5427,21.0899,20.9755,22.1246,26.0975,22.9408,22.3821,21.8267,21.2749,21.0801,22.1345,25.1395,23.0923,22.6763,22.2602,21.8442,21.6232,21.9796,25.3137,22.8825,22.7167,22.5545,22.396,22.2703,22.1427
11/11/2019,52.75,52.16,52.39,52.6,31.9436,31.9436,31.2216,30.4631,29.7046,29.0576,29.0576,25.1594,22.3006,21.7256,21.1693,20.6131,20.2638,21.967,25.422,22.6991,22.1188,21.5544,20.9901,20.6275,22.2475,25.1691,22.8758,22.3683,21.8805,21.3927,21.0142,21.5306,25.2076,23.4915,23.0764,22.6741,22.2721,21.9317,21.963
12/11/2019,52.69,52.03,52.69,52.15,23.9283,21.2451,20.5609,20.1857,19.8106,19.4354,19.3672,23.9283,21.2451,20.5609,20.1857,19.8106,19.4354,19.3672,23.9283,21.2451,20.5609,20.1857,19.8106,19.4354,19.3672,24.5148,22.7012,22.0589,21.5174,20.976,20.4347,20.6209,24.5278,23.1794,22.7022,22.3415,21.9827,21.626,21.5356
13/11/2019,52.94,52.15,52.58,52.88,24.3084,21.3338,20.7105,20.0872,19.4638,19.094,19.094,24.3084,21.3338,20.7105,20.0872,19.4638,19.094,19.094,24.3084,21.3338,20.7105,20.0872,19.4638,19.094,19.094,24.3984,22.7013,22.2611,21.8211,21.3813,21.1148,21.0875,24.6151,23.2761,22.8517,22.4274,22.003,21.7115,21.5167
14/11/2019,52.73,52.13,52.5,52.48,24.1916,21.3442,21.039,20.9244,20.8098,20.7414,22.8637,24.1916,21.3442,21.039,20.9244,20.8098,20.7414,22.8637,24.1916,21.3442,21.039,20.9244,20.8098,20.7414,22.8637,24.9559,23.1826,22.9103,22.6169,22.3236,22.0485,22.3896,25.0346,23.609,23.3601,23.1166,22.8733,22.6388,22.5905
15/11/2019,53.39,52.88,53.01,53.29,23.6252,21.686,20.9798,20.2736,19.5675,19.9843,21.7067,23.6252,21.686,20.9798,20.2736,19.5675,19.9843,21.7067,23.6252,21.686,20.9798,20.2736,19.5675,19.9843,21.7067,24.3674,22.3185,21.9662,21.6142,21.2624,21.438,22.2079,24.6186,22.9688,22.7285,22.4886,22.2491,22.2344,22.3913
18/11/2019,53.955,53.39,53.39,53.42,22.5538,20.7834,20.0801,19.3768,18.6735,19.2412,20.8886,23.7655,22.2879,21.8991,21.5103,21.1216,21.2994,21.8833,22.5538,20.7834,20.0801,19.3768,18.6735,19.2412,20.8886,23.777,22.3231,21.9346,21.5461,21.1575,21.3264,21.8891,24.0078,23.025,22.6405,22.2561,21.8716,21.8642,22.0057
19/11/2019,54.14,53.675,54.05,53.76,22.7469,20.104,19.54,18.9759,18.4447,18.4447,18.4447,23.3803,22.2028,21.6852,21.1677,20.6931,20.9127,21.352,22.7469,20.104,19.54,18.9759,18.4447,18.4447,18.4447,23.4331,22.2656,21.7573,21.249,20.7826,20.9906,21.4068,23.9519,22.881,22.4609,22.0412,21.652,21.7491,21.9447
20/11/2019,53.78,53.205,53.55,53.5,23.4998,21.0501,20.3213,19.5925,18.8637,19.9594,22.6195,24.3678,22.5151,22.0398,21.5646,21.0893,21.3356,22.0134,23.4998,21.0501,20.3213,19.5925,18.8637,19.9594,22.6195,24.3917,22.6138,22.1483,21.6829,21.2175,21.427,22.0221,24.5465,23.2464,22.8421,22.438,22.0341,22.0135,22.0785
21/11/2019,53.51,52.94,53.5,52.98,22.3462,20.8316,20.3466,19.8617,19.3767,19.1259,19.1259,23.4408,22.484,21.9908,21.4975,21.0043,20.9694,21.8817,22.4222,20.9478,20.4624,19.9769,19.4915,19.2566,19.3253,23.5774,22.625,22.1531,21.6814,21.2099,21.1534,21.9336,24.2228,23.2903,22.9166,22.5434,22.1707,22.0157,22.1811
22/11/2019,53.16,52.735,52.92,52.79,22.2045,20.5299,20.0055,19.4811,18.9567,18.6237,18.6237,23.6025,21.8131,21.6662,21.5192,21.3723,21.2849,21.3175,22.3959,20.7056,20.2348,19.765,19.2963,19.0,19.0049,23.7329,22.0687,21.8968,21.725,21.5534,21.4436,21.4393,24.2187,23.0077,22.7461,22.4848,22.2237,22.0325,21.8926
25/11/2019,53.94,52.8,53.09,53.76,24.3426,21.1277,20.1455,19.1634,18.3227,19.7637,22.6456,22.4262,22.4968,22.0002,21.5036,21.0407,21.1216,21.2834,23.7547,21.569000000000006,20.7486,19.9314,19.2217,20.2019,22.2249,22.9173,22.7771,22.3367,21.897,21.4834,21.4836,21.4868,23.9775,23.3908,23.0703,22.7506,22.4403,22.2703,21.934
26/11/2019,53.7871,53.375,53.5,53.63,22.8274,20.3715,19.5707,18.7699,17.9823,17.9823,17.9823,23.5791,22.8299,22.1924,21.5548,20.9312,21.1457,21.5748,23.1095,21.3177,20.5835,19.85,19.1307,19.2182,19.3945,23.8199,23.0677,22.5082,21.9498,21.4033,21.5103,21.7293,24.2818,23.5237,23.1108,22.699,22.2937,22.2029,22.0269
27/11/2019,54.06,53.54,54.03,53.89,23.9637,20.2056,19.1105,18.0155,17.1009,17.1009,17.1009,24.2466,22.6065,21.8897,21.1729,20.6134,20.8517,21.3282,24.0844,21.2591,20.3381,19.4202,18.6746,18.7867,19.0127,24.6348,23.2037,22.4995,21.7953,21.2272,21.3488,21.597,25.2879,24.1956,23.5104,22.8254,22.2424,22.177,22.0513
29/11/2019,53.16,52.8,53.06,53.09,25.148000000000003,21.4816,20.9166,20.3515,19.7865,19.5384,19.5384,24.7401,23.3475,22.9732,22.5989,22.2246,22.3551,23.4064,24.9347,22.4805,22.0203,21.5606,21.1017,21.0642,21.6554,24.8708,23.6525,23.3505,23.049,22.7481,22.772,23.3423,25.0495,24.0659,23.8599,23.6543,23.4492,23.3333,23.2538
2/12/2019,53.59,52.78,53.55,52.98,26.694000000000006,22.5855,21.7389,20.8924,20.0459,19.608,19.608,25.5707,24.0723,23.6485,23.2247,22.801,22.6663,23.0167,25.9253,23.6199,23.0715,22.5251,21.981,21.7611,22.013,25.6971,23.9209,23.641,23.3626,23.0856,22.9328,22.8973,25.8124,23.7813,23.6341,23.4881,23.3433,23.1742,22.7874
3/12/2019,52.925,52.18,52.42,52.78,26.8074,24.35,23.4797,22.6095,21.7393,21.1831,21.1831,26.5251,24.9718,24.4846,23.9974,23.5103,23.454,24.8675,26.6028,24.8028,24.2132,23.625,23.0382,22.8538,23.9138,26.4718,24.9026,24.4907,24.0792,23.668000000000006,23.5274,24.2218,26.4267,24.8441,24.4959,24.148000000000003,23.8003,23.5891,23.6633
4/12/2019,53.57,53.11,53.27,53.18,32.3475,23.8025,22.8354,21.8684,20.9013,20.5333,20.5333,26.5618,25.5359,24.7863,24.0367,23.2871,23.049,23.2013,28.0572,25.1314,24.333,23.5353,22.7382,22.4718,22.5907,26.3916,25.0785,24.4993,23.9216,23.3455,23.106,23.0409,26.2582,24.7164,24.2734,23.8316,23.391,23.1503,22.9152
5/12/2019,54.54,53.49,53.62,54.4,30.8562,24.4521,22.7239,21.420749999999998,20.1176,20.1176,20.1176,26.3234,24.999,24.6455,24.292,24.0455,23.9096,23.6377,27.3253,24.8866,24.2596,23.6463,23.2855,23.1743,22.9521,26.1684,25.0686,24.7375,24.4064,24.1546,23.9849,23.6455,26.056,25.1187,24.8036,24.4886,24.2331,24.0391,23.6512
6/12/2019,55.03,54.5,54.5,54.94,26.515,23.2102,21.1054,19.0006,18.8472,18.8472,18.8472,23.5732,23.665,23.3789,23.0927,23.1416,23.2168,23.6766,24.1213,23.5849,22.9919,22.4213,22.4397,22.5035,22.8943,24.5643,24.1213,23.7284,23.336,23.2693,23.2287,23.3382,25.2059,24.4219,23.9595,23.4974,23.3543,23.2367,23.1089
9/12/2019,55.19,54.32,55.05,54.46,29.5457,26.1923,23.4477,20.7031,19.4514,19.4514,19.4514,26.4558,25.1551,24.6347,24.1144,23.9833,24.1786,24.5691,26.7853,25.2622,24.517,23.7908,23.5636,23.7422,24.0998,26.5622,25.1168,24.7558,24.3958,24.2055,24.1587,24.0716,26.6195,25.0962,24.821,24.5465,24.3248,24.148000000000003,23.7984
10/12/2019,55.06,54.3332,54.68,54.52,19.1083,19.1083,19.1083,19.1083,19.1083,19.1083,19.1083,27.2336,25.5886,24.8115,24.0344,23.9979,24.3908,25.1767,26.6703,25.1281,24.401,23.6751,23.6411,24.008000000000006,24.7425,26.8123,25.1706,24.6183,24.0676,23.8998,23.9566,24.0819,26.5971,24.957,24.5202,24.0843,23.8502,23.7345,23.5102
11/12/2019,56.2,55.03,55.04,55.9,20.6984,20.6984,20.6984,22.504,25.0314,27.5587,29.7247,28.3628,25.6542,24.2999,24.4383,25.1733,25.9084,27.4934,27.9474,25.3741,24.0915,24.3224,25.1645,26.0141,27.6375,27.4278,25.8493,25.0744,24.9707,25.1408,25.3204,25.9775,26.9755,25.9409,25.4315,25.2178,25.1254,25.0383,25.231
12/12/2019,58.62,57.02,57.25,58.61,31.9956,31.5989,30.7001,29.8012,29.0357,33.096,41.2166,29.1306,27.5589,27.3172,27.0755,26.8515,27.2691,28.1042,29.2688,27.758000000000006,27.4823,27.2071,26.9561,27.5647,28.8398,27.5941,26.1734,25.9864,25.7994,25.6218,25.7776,26.0951,26.8882,25.5381,25.3769,25.2158,25.0599,25.0914,25.1576
13/12/2019,59.52,58.25,59.05,58.25,28.643,28.4852,27.909,27.3329,26.7567,31.7603,43.827,28.5874,26.4525,26.2096,25.9667,25.7237,26.2681,27.6473,28.5891,26.5205,26.2661,26.0119,25.7577,26.463,28.3139,27.7178,26.2961,26.076,25.8559,25.6357,25.7745,26.2014,27.3505,26.2312,26.0206,25.8099,25.5993,25.5679,25.5803
