date,PX_LAST,PX_OPEN
2019-04-09,14.28,13.46
2019-04-10,13.3,14.09
2019-04-11,13.02,13.37
2019-04-12,12.01,12.96
2019-04-15,12.32,12.46
2019-04-16,12.18,12.26
2019-04-17,12.6,12.12
2019-04-18,12.09,12.8
2019-04-22,12.42,13.21
2019-04-23,12.28,12.66
2019-04-24,13.14,12.53
2019-04-25,13.25,13.29
2019-04-26,12.73,13.44
2019-04-29,13.11,13.04
2019-04-30,13.12,13.11
2019-05-01,14.8,12.86
2019-05-02,14.42,14.35
2019-05-03,12.87,14.11
2019-05-06,15.44,12.89
2019-05-07,19.32,15.9
2019-05-08,19.4,18.95
2019-05-09,19.1,21.4
2019-05-10,16.04,18.79
2019-05-13,20.55,18.62
2019-05-14,18.06,19.4
2019-05-15,16.44,17.57
2019-05-16,15.29,16.69
2019-05-17,15.96,15.89
2019-05-20,16.31,15.88
2019-05-21,14.95,15.86
2019-05-22,14.75,15.06
2019-05-23,16.92,15.93
2019-05-24,15.85,16.34
2019-05-28,17.5,16.55
2019-05-29,17.9,18.55
2019-05-30,17.3,17.47
2019-05-31,18.71,19.05
2019-06-03,18.86,19.41
2019-06-04,16.97,18.74
2019-06-05,16.09,17.06
2019-06-06,15.93,16.25
2019-06-07,16.3,15.65
2019-06-10,15.94,16.3
2019-06-11,15.99,15.84
2019-06-12,15.91,16.26
2019-06-13,15.82,16.16
2019-06-14,15.28,16.0
2019-06-17,15.35,15.61
2019-06-18,15.15,14.89
2019-06-19,14.33,15.05
2019-06-20,14.75,14.04
2019-06-21,15.4,14.74
2019-06-24,15.26,15.46
2019-06-25,16.28,15.43
2019-06-26,16.21,16.1
2019-06-27,15.82,15.66
2019-06-28,15.08,15.7
2019-07-01,14.06,13.85
2019-07-02,12.93,14.16
2019-07-03,12.57,13.18
2019-07-05,13.28,13.0
2019-07-08,13.96,13.73
2019-07-09,14.09,14.47
2019-07-10,13.03,14.38
2019-07-11,12.93,13.01
2019-07-12,12.39,12.76
2019-07-15,12.68,12.58
2019-07-16,12.86,12.61
2019-07-17,13.97,12.62
2019-07-18,13.53,14.45
2019-07-19,14.45,13.31
2019-07-22,13.53,14.55
2019-07-23,12.61,13.42
2019-07-24,12.07,12.8
2019-07-25,12.74,12.24
2019-07-26,12.16,12.58
2019-07-29,12.83,12.15
2019-07-30,13.94,12.87
2019-07-31,16.12,13.83
2019-08-01,17.87,15.41
2019-08-02,17.61,17.69
2019-08-05,24.59,19.96
2019-08-06,20.17,22.29
2019-08-07,19.49,20.7
2019-08-08,16.91,19.36
2019-08-09,17.97,18.14
2019-08-12,21.09,17.87
2019-08-13,17.52,21.28
2019-08-14,22.1,17.81
2019-08-15,21.18,21.58
2019-08-16,18.47,20.48
2019-08-19,16.88,17.93
2019-08-20,17.5,16.78
2019-08-21,15.8,17.01
2019-08-22,16.68,16.12
2019-08-23,19.87,16.15
2019-08-26,19.32,20.34
2019-08-27,20.31,20.18
2019-08-28,19.35,20.55
2019-08-29,17.88,19.02
2019-08-30,18.98,17.94
2019-09-03,19.66,20.96
2019-09-04,17.33,18.23
2019-09-05,16.27,16.92
2019-09-06,15.0,15.92
2019-09-09,15.27,15.26
2019-09-10,15.2,15.53
2019-09-11,14.61,15.33
2019-09-12,14.22,14.69
2019-09-13,13.74,14.16
2019-09-16,14.67,14.89
2019-09-17,14.44,14.92
2019-09-18,13.95,14.61
2019-09-19,14.05,14.66
2019-09-20,15.32,13.94
2019-09-23,14.91,15.35
2019-09-24,17.05,14.77
2019-09-25,15.96,17.05
2019-09-26,16.07,16.23
2019-09-27,17.22,15.77
2019-09-30,16.24,17.23
2019-10-01,18.56,16.02
2019-10-02,20.56,18.75
2019-10-03,19.12,20.11
2019-10-04,17.04,19.42
2019-10-07,17.86,18.27
2019-10-08,20.28,17.61
2019-10-09,18.64,19.94
2019-10-10,17.57,19.28
2019-10-11,15.58,17.35
2019-10-14,14.57,15.66
2019-10-15,13.54,13.94
2019-10-16,13.68,13.94
2019-10-17,13.79,13.79
2019-10-18,14.25,14.2
2019-10-21,14.0,14.24
2019-10-22,14.46,13.99
2019-10-23,14.01,14.83
2019-10-24,13.71,13.98
2019-10-25,12.65,13.53
2019-10-28,13.11,13.01
2019-10-29,13.2,13.16
2019-10-30,12.33,13.23
2019-10-31,13.22,12.21
2019-11-01,12.3,12.99
2019-11-04,12.83,12.68
2019-11-05,13.1,12.85
2019-11-06,12.62,13.18
2019-11-07,12.73,12.59
2019-11-08,12.07,12.98
2019-11-11,12.69,13.15
2019-11-12,12.68,12.64
2019-11-13,13.0,12.91
2019-11-14,13.05,13.16
2019-11-15,12.05,12.95
2019-11-18,12.46,12.39
2019-11-19,12.86,12.33
2019-11-20,12.78,13.42
2019-11-21,13.13,13.35
2019-11-22,12.34,12.82
2019-11-25,11.87,12.51
2019-11-26,11.54,11.88
2019-11-27,11.75,11.55
2019-11-29,12.62,12.5
2019-12-02,14.91,12.69
2019-12-03,15.96,14.68
2019-12-04,14.8,16.38
2019-12-05,14.52,14.46
2019-12-06,13.62,14.37
2019-12-09,15.86,14.25
2019-12-10,15.68,15.8
2019-12-11,14.99,15.57
2019-12-12,13.94,14.94
2019-12-13,12.63,13.18
2019-12-16,12.14,12.47
2019-12-17,12.29,12.23
2019-12-18,12.58,12.24
2019-12-19,12.5,12.55
2019-12-20,12.51,12.55
2019-12-23,12.61,12.81
2019-12-24,12.67,12.65
2019-12-26,12.65,12.74
2019-12-27,13.43,12.61
2019-12-30,14.82,13.74
2019-12-31,13.78,14.84
2020-01-02,12.47,13.46
2020-01-03,14.02,15.01
2020-01-06,13.85,15.45
2020-01-07,13.79,13.84
2020-01-08,13.45,15.16
2020-01-09,12.54,12.95
2020-01-10,12.56,12.42
2020-01-13,12.32,12.84
2020-01-14,12.39,12.72
2020-01-15,12.42,12.79
2020-01-16,12.32,12.2
2020-01-17,12.1,12.21
2020-01-21,12.85,13.23
2020-01-22,12.91,12.45
2020-01-23,12.98,13.26
2020-01-24,14.56,12.75
2020-01-27,18.23,17.42
2020-01-28,16.28,16.94
2020-01-29,16.39,15.68
2020-01-30,15.49,17.82
2020-01-31,18.84,16.25
2020-02-03,17.97,18.64
2020-02-04,16.05,16.45
2020-02-05,15.15,16.29
2020-02-06,14.96,15.13
2020-02-07,15.47,15.07
2020-02-10,15.04,15.88
2020-02-11,15.18,14.91
2020-02-12,13.74,14.86
2020-02-13,14.15,14.43
2020-02-14,13.68,14.12
2020-02-18,14.83,14.98
2020-02-19,14.38,14.66
2020-02-20,15.56,14.54
2020-02-21,17.08,17.33
2020-02-24,25.03,22.25
2020-02-25,27.85,22.19
2020-02-26,27.56,26.63
2020-02-27,39.16,28.95
2020-02-28,40.11,42.02
2020-03-02,33.42,34.86
2020-03-03,36.82,33.64
2020-03-04,31.99,34.44
2020-03-05,39.62,33.61
2020-03-06,41.94,41.46
2020-03-09,54.46,41.94
2020-03-10,47.3,49.68
2020-03-11,53.9,52.24
2020-03-12,75.47,61.46
2020-03-13,57.83,71.31
2020-03-16,82.69,57.83
2020-03-17,75.91,82.69
2020-03-18,76.45,69.37
2020-03-19,72.0,80.62
2020-03-20,66.04,67.86
2020-03-23,61.59,74.08
2020-03-24,61.67,58.76
2020-03-25,63.95,61.44
2020-03-26,61.0,65.67
2020-03-27,65.54,64.95
2020-03-30,57.08,66.3
2020-03-31,53.54,56.69
2020-04-01,57.06,57.38
2020-04-02,50.91,54.46
2020-04-03,46.8,51.11
2020-04-06,45.24,44.17
2020-04-07,46.7,44.83
2020-04-08,43.35,45.9
2020-04-09,41.67,43.0
2020-04-13,41.17,44.6
2020-04-14,37.76,40.24
2020-04-15,40.84,39.4
2020-04-16,40.11,41.92
2020-04-17,38.15,39.5
2020-04-20,43.83,40.68
2020-04-21,45.41,44.28
2020-04-22,41.98,44.91
2020-04-23,41.38,41.3
2020-04-24,35.93,41.91
2020-04-27,33.29,36.29
2020-04-28,33.57,33.21
2020-04-29,31.23,32.48
2020-04-30,34.15,30.99
2020-05-01,37.19,38.17
2020-05-04,35.97,39.13
2020-05-05,33.61,34.82
2020-05-06,34.12,32.69
2020-05-07,31.44,32.12
2020-05-08,27.98,30.14
2020-05-11,27.57,28.46
2020-05-12,33.04,28.47
2020-05-13,35.28,32.74
2020-05-14,32.61,35.16
2020-05-15,31.89,32.5
2020-05-18,29.3,30.71
2020-05-19,30.53,28.73
2020-05-20,27.99,29.52
2020-05-21,29.53,28.97
2020-05-22,28.16,31.36
2020-05-26,28.01,27.72
2020-05-27,27.62,27.62
2020-05-28,28.59,27.82
2020-05-29,27.51,29.3
2020-06-01,28.23,28.94
2020-06-02,26.84,28.4
2020-06-03,25.66,26.75
2020-06-04,25.81,26.23
2020-06-05,24.52,24.79
2020-06-08,25.81,25.56
2020-06-09,27.57,25.93
2020-06-10,27.57,26.73
2020-06-11,40.79,30.45
2020-06-12,36.09,37.68
2020-06-15,34.4,44.09
2020-06-16,33.67,34.28
2020-06-17,33.47,33.28
2020-06-18,32.94,33.83
2020-06-19,35.12,32.07
2020-06-22,31.77,35.22
2020-06-23,31.37,31.71
2020-06-24,33.84,31.05
2020-06-25,32.22,36.59
2020-06-26,34.73,33.01
2020-06-29,31.78,35.05
2020-06-30,30.43,32.54
2020-07-01,28.62,30.96
2020-07-02,27.68,28.33
2020-07-06,27.94,27.76
2020-07-07,29.43,28.77
2020-07-08,28.08,28.95
2020-07-09,29.26,28.18
2020-07-10,27.29,30.86
2020-07-13,32.19,27.85
2020-07-14,29.52,31.14
2020-07-15,27.76,29.15
2020-07-16,28.0,28.41
2020-07-17,25.68,27.15
2020-07-20,24.46,26.94
2020-07-21,24.84,24.08
2020-07-22,24.32,24.56
2020-07-23,26.08,23.97
2020-07-24,25.84,27.96
2020-07-27,24.74,26.6
2020-07-28,25.44,24.86
2020-07-29,24.1,25.16
2020-07-30,24.76,25.04
2020-07-31,24.46,24.79
2020-08-03,24.28,25.75
2020-08-04,23.76,24.01
2020-08-05,22.99,23.44
2020-08-06,22.65,23.03
2020-08-07,22.21,23.45
2020-08-10,22.13,22.88
2020-08-11,24.03,21.85
2020-08-12,22.28,22.82
2020-08-13,22.13,22.2
2020-08-14,22.05,22.27
2020-08-17,21.35,22.52
2020-08-18,21.51,21.69
2020-08-19,22.54,21.6
2020-08-20,22.72,24.1
2020-08-21,22.54,22.58
2020-08-24,22.37,22.87
2020-08-25,22.03,22.16
2020-08-26,23.27,22.14
2020-08-27,24.47,23.42
2020-08-28,22.96,24.59
2020-08-31,26.41,23.91
2020-09-01,26.12,25.86
2020-09-02,26.57,26.01
2020-09-03,33.6,26.28
2020-09-04,30.75,34.62
2020-09-08,31.46,30.61
2020-09-09,28.81,31.68
2020-09-10,29.71,28.67
2020-09-11,26.87,28.63
2020-09-14,25.85,25.86
2020-09-15,25.59,25.92
2020-09-16,26.04,25.31
2020-09-17,26.46,28.22
2020-09-18,25.83,26.65
2020-09-21,27.78,28.04
2020-09-22,26.86,28.61
2020-09-23,28.58,27.02
2020-09-24,28.51,29.54
2020-09-25,26.38,28.17
2020-09-28,26.19,27.15
2020-09-29,26.27,26.81
2020-09-30,26.37,26.69
2020-10-01,26.7,25.78
2020-10-02,27.63,28.87
2020-10-05,27.96,29.52
2020-10-06,29.48,28.05
2020-10-07,28.06,29.26
2020-10-08,26.36,27.65
2020-10-09,25.0,26.2
2020-10-12,25.07,25.65
2020-10-13,26.07,25.67
2020-10-14,26.4,25.72
2020-10-15,26.97,27.1
2020-10-16,27.41,27.16
2020-10-19,29.18,27.36
2020-10-20,29.35,28.81
2020-10-21,28.65,29.12
2020-10-22,28.11,30.1
2020-10-23,27.55,28.47
2020-10-26,32.46,29.38
2020-10-27,33.35,32.04
2020-10-28,40.28,34.69
2020-10-29,37.59,38.8
2020-10-30,38.02,40.81
2020-11-02,37.13,38.57
2020-11-03,35.55,36.44
2020-11-04,29.57,36.79
2020-11-05,27.58,27.56
2020-11-06,24.86,27.87
2020-11-09,25.75,24.8
2020-11-10,24.8,25.36
2020-11-11,23.45,25.01
2020-11-12,25.35,24.39
2020-11-13,23.1,24.94
2020-11-16,22.45,23.66
2020-11-17,22.71,22.84
2020-11-18,23.84,22.86
2020-11-19,23.11,23.62
2020-11-20,23.7,23.43
2020-11-23,22.66,23.66
2020-11-24,21.64,22.04
2020-11-25,21.25,21.65
2020-11-27,20.84,21.52
2020-11-30,20.57,22.64
2020-12-01,20.77,20.21
2020-12-02,21.17,21.0
2020-12-03,21.28,21.24
2020-12-04,20.79,21.05
2020-12-07,21.3,22.04
2020-12-08,20.68,21.65
2020-12-09,22.27,20.66
2020-12-10,22.52,22.12
2020-12-11,23.31,22.49
2020-12-14,24.72,22.67
2020-12-15,22.89,24.0
2020-12-16,22.5,22.51
2020-12-17,21.93,21.98
2020-12-18,21.57,22.15
2020-12-21,25.16,24.25
2020-12-22,24.23,25.24
2020-12-23,23.31,23.49
2020-12-24,21.53,22.47
2020-12-28,21.7,22.11
2020-12-29,23.08,21.61
2020-12-30,22.77,22.58
2020-12-31,22.75,22.99
2021-01-04,26.97,23.04
2021-01-05,25.34,26.94
2021-01-06,25.07,25.48
2021-01-07,22.37,23.67
2021-01-08,21.56,22.43
2021-01-11,24.08,23.31
2021-01-12,23.33,23.49
2021-01-13,22.21,23.07
2021-01-14,23.25,22.22
2021-01-15,24.34,23.52
2021-01-19,23.24,23.03
2021-01-20,21.58,22.82
2021-01-21,21.32,21.34
2021-01-22,21.91,22.24
2021-01-25,23.19,22.31
2021-01-26,23.02,23.91
2021-01-27,37.21,23.82
2021-01-28,30.21,33.25
2021-01-29,33.09,35.16
2021-02-01,30.24,31.45
2021-02-02,25.56,28.01
2021-02-03,22.91,24.59
2021-02-04,21.77,23.44
2021-02-05,20.87,21.99
2021-02-08,21.24,21.89
2021-02-09,21.63,21.57
2021-02-10,21.99,21.64
2021-02-11,21.25,22.09
2021-02-12,19.97,21.6
2021-02-16,21.46,21.13
2021-02-17,21.5,22.02
2021-02-18,22.49,21.98
2021-02-19,22.05,23.1
2021-02-22,23.45,24.46
2021-02-23,23.11,22.82
2021-02-24,21.34,23.76
2021-02-25,28.89,21.73
2021-02-26,27.95,28.73
2021-03-01,23.35,25.2
2021-03-02,24.1,23.58
2021-03-03,26.67,22.8
2021-03-04,28.57,26.52
2021-03-05,24.66,29.48
2021-03-08,25.47,27.61
2021-03-09,24.03,25.11
2021-03-10,22.56,23.76
2021-03-11,21.91,22.5
2021-03-12,20.69,22.57
2021-03-15,20.03,21.84
2021-03-16,19.79,20.14
2021-03-17,19.23,20.1
2021-03-18,21.58,18.95
2021-03-19,20.95,21.43
2021-03-22,18.88,21.91
2021-03-23,20.3,19.46
2021-03-24,21.2,20.64
2021-03-25,19.81,20.8
2021-03-26,18.86,19.32
2021-03-29,20.74,20.4
2021-03-30,19.61,20.76
2021-03-31,19.4,19.8
2021-04-01,17.33,18.6
2021-04-05,17.91,18.16
2021-04-06,18.12,18.07
2021-04-07,17.16,17.99
2021-04-08,16.95,16.92
2021-04-09,16.69,17.05
2021-04-12,16.91,17.43
2021-04-13,16.65,16.99
2021-04-14,16.99,16.71
2021-04-15,16.57,16.78
2021-04-16,16.25,16.65
2021-04-19,17.29,17.04
2021-04-20,18.68,17.36
2021-04-21,17.5,18.48
2021-04-22,18.71,17.28
2021-04-23,17.33,18.56
2021-04-26,17.64,17.94
2021-04-27,17.56,17.62
2021-04-28,17.28,17.47
2021-04-29,17.61,16.88
2021-04-30,18.61,17.67
2021-05-03,18.31,18.65
2021-05-04,19.48,18.16
2021-05-05,19.15,18.84
2021-05-06,18.39,18.41
2021-05-07,16.69,18.45
2021-05-10,19.66,17.34
2021-05-11,21.84,21.17
2021-05-12,27.59,22.42
2021-05-13,23.13,26.03
2021-05-14,18.81,21.77
2021-05-17,19.72,19.89
2021-05-18,21.34,18.89
2021-05-19,22.18,22.46
2021-05-20,20.67,22.33
2021-05-21,20.15,20.42
2021-05-24,18.4,20.5
2021-05-25,18.84,18.35
2021-05-26,17.36,18.37
2021-05-27,16.74,18.03
2021-05-28,16.76,16.8
2021-06-01,17.9,17.24
2021-06-02,17.48,17.86
2021-06-03,18.04,17.73
2021-06-04,16.42,18.09
2021-06-07,16.42,17.34
2021-06-08,17.07,16.58
2021-06-09,17.89,17.18
2021-06-10,16.1,18.18
2021-06-11,15.65,16.18
2021-06-14,16.39,16.04
2021-06-15,17.02,16.27
2021-06-16,18.15,16.99
2021-06-17,17.75,18.49
2021-06-18,20.7,16.96
2021-06-21,17.89,21.74
2021-06-22,16.66,17.91
2021-06-23,16.32,16.25
2021-06-24,15.97,15.99
2021-06-25,15.62,16.04
2021-06-28,15.76,16.07
2021-06-29,16.02,15.69
2021-06-30,15.83,16.18
2021-07-01,15.48,15.62
2021-07-02,15.07,15.53
2021-07-06,16.44,15.77
2021-07-07,16.2,16.43
2021-07-08,19.0,17.74
2021-07-09,16.18,17.88
2021-07-12,16.17,16.85
2021-07-13,17.12,16.39
2021-07-14,16.33,17.34
2021-07-15,17.01,16.7
2021-07-16,18.45,16.8
2021-07-19,22.5,19.61
2021-07-20,19.73,20.89
2021-07-21,17.91,19.73
2021-07-22,17.69,17.59
2021-07-23,17.2,16.98
2021-07-26,17.58,18.67
2021-07-27,19.36,18.62
2021-07-28,18.31,19.41
2021-07-29,17.7,17.91
2021-07-30,18.24,19.69
2021-08-02,19.46,18.16
2021-08-03,18.04,19.17
2021-08-04,17.97,18.23
2021-08-05,17.28,17.73
2021-08-06,16.15,17.46
2021-08-09,16.72,17.12
2021-08-10,16.79,16.82
2021-08-11,16.06,16.81
2021-08-12,15.59,16.33
2021-08-13,15.45,15.68
2021-08-16,16.12,17.05
2021-08-17,17.91,17.31
2021-08-18,21.57,17.56
2021-08-19,21.67,23.12
2021-08-20,18.56,22.74
2021-08-23,17.15,18.83
2021-08-24,17.22,16.96
2021-08-25,16.79,17.42
2021-08-26,18.84,17.46
2021-08-27,16.39,17.95
2021-08-30,16.19,16.77
2021-08-31,16.48,15.98
2021-09-01,16.11,16.06
2021-09-02,16.41,16.27
2021-09-03,16.41,16.27
2021-09-07,18.14,16.94
2021-09-08,17.96,18.97
2021-09-09,18.8,19.44
2021-09-10,20.95,17.94
2021-09-13,19.37,19.64
