date,PX_LAST,PX_OPEN
2018-10-22,18.225,18.3
2018-10-23,18.425,18.27
2018-10-24,19.625,18.46
2018-10-25,19.825,19.5
2018-10-26,20.075,20.0
2018-10-29,20.575,20.2
2018-10-30,20.225,20.7
2018-10-31,19.775,20.11
2018-11-01,19.025,19.8
2018-11-02,19.075,19.35
2018-11-05,18.825,19.2
2018-11-06,18.225,18.85
2018-11-07,17.125,18.28
2018-11-08,17.175,17.11
2018-11-09,17.675,17.2
2018-11-12,18.725,17.7
2018-11-13,18.925,18.7
2018-11-14,19.425,18.9
2018-11-15,19.125,19.44
2018-11-16,18.325,19.25
2018-11-19,19.375,18.38
2018-11-20,20.425,19.45
2018-11-21,20.125,20.55
2018-11-23,20.525,20.45
2018-11-26,19.375,20.55
2018-11-27,19.125,19.65
2018-11-28,18.575,19.1
2018-11-29,18.825,18.56
2018-11-30,18.175,18.88
2018-12-03,17.375,17.8
2018-12-04,19.275,17.4
2018-12-05,19.05,19.25
2018-12-06,19.475,19.2
2018-12-07,20.675,19.48
2018-12-10,20.525,20.8
2018-12-11,20.475,20.5
2018-12-12,20.425,20.7
2018-12-13,20.225,20.5
2018-12-14,20.875,20.15
2018-12-17,21.675,20.9
2018-12-18,21.975,21.7
2018-12-19,22.325,22.05
2018-12-20,22.075,21.95
2018-12-21,22.925,22.13
2018-12-24,23.325,22.88
2018-12-26,22.625,23.25
2018-12-27,22.925,22.6
2018-12-28,22.975,23.05
2018-12-31,22.275,23.0
2019-01-02,21.875,22.25
2019-01-03,22.775,22.4
2019-01-04,21.225,22.8
2019-01-07,20.925,21.16
2019-01-08,20.625,20.9
2019-01-09,20.275,20.7
2019-01-10,20.025,20.3
2019-01-11,19.475,20.05
2019-01-14,19.475,19.5
2019-01-15,18.825,19.55
2019-01-16,19.025,18.8
2019-01-17,18.775,19.0
2019-01-18,18.625,18.78
2019-01-22,19.725,18.6
2019-01-23,19.575,19.56
2019-01-24,19.225,19.6
2019-01-25,18.525,19.2
2019-01-28,19.125,18.55
2019-01-29,18.875,19.15
2019-01-30,18.375,18.8
2019-01-31,17.775,18.42
2019-02-01,17.525,17.78
2019-02-04,17.075,17.52
2019-02-05,16.975,17.15
2019-02-06,16.825,16.95
2019-02-07,17.375,16.8
2019-02-08,17.075,17.4
2019-02-11,16.975,17.05
2019-02-12,16.725,17.05
2019-02-13,16.675,16.75
2019-02-14,17.125,16.87
2019-02-15,16.625,17.05
2019-02-19,16.625,16.63
2019-02-20,16.225,16.6
2019-02-21,16.475,16.17
2019-02-22,15.925,16.45
2019-02-25,16.125,15.9
2019-02-26,16.375,16.15
2019-02-27,16.325,16.41
2019-02-28,16.225,16.3
2019-03-01,15.625,16.31
2019-03-04,15.875,15.55
2019-03-05,16.075,15.92
2019-03-06,16.475,16.1
2019-03-07,16.875,16.46
2019-03-08,16.975,16.85
2019-03-11,15.925,17.05
2019-03-12,15.675,15.9
2019-03-13,15.475,15.65
2019-03-14,15.325,15.45
2019-03-15,14.875,15.3
2019-03-18,15.025,14.9
2019-03-19,15.125,15.0
2019-03-20,16.125,15.87
2019-03-21,15.925,16.2
2019-03-22,17.125,15.95
2019-03-25,17.225,17.05
2019-03-26,16.675,17.15
2019-03-27,16.975,16.62
2019-03-28,16.625,17.0
2019-03-29,16.325,16.65
2019-04-01,15.975,16.3
2019-04-02,16.075,16.02
2019-04-03,16.025,16.07
2019-04-04,15.925,16.0
2019-04-05,15.675,15.94
2019-04-08,15.675,15.67
2019-04-09,16.225,15.6
2019-04-10,15.775,16.25
2019-04-11,15.525,15.7
2019-04-12,14.775,15.45
2019-04-15,14.675,14.85
2019-04-16,14.625,14.7
2019-04-17,14.625,14.6
2019-04-18,15.575,15.6
2019-04-22,15.375,15.55
2019-04-23,15.325,15.35
2019-04-24,15.625,15.33
2019-04-25,15.975,15.65
2019-04-26,15.525,15.95
2019-04-29,15.725,15.7
2019-04-30,15.775,15.71
2019-05-01,16.325,15.7
2019-05-02,16.225,16.4
2019-05-03,15.575,16.22
2019-05-06,16.325,16.05
2019-05-07,17.725,16.65
2019-05-08,17.925,17.85
2019-05-09,17.875,17.97
2019-05-10,16.825,17.92
2019-05-13,18.975,17.35
2019-05-14,18.075,18.9
2019-05-15,17.375,18.0
2019-05-16,16.775,17.4
2019-05-17,17.025,16.7
2019-05-20,17.175,17.0
2019-05-21,16.275,17.1
2019-05-22,16.225,16.25
2019-05-23,17.625,16.82
2019-05-24,17.325,17.6
2019-05-28,17.725,17.4
2019-05-29,18.025,17.75
2019-05-30,17.825,18.05
2019-05-31,18.375,17.8
2019-06-03,18.325,18.55
2019-06-04,17.675,18.35
2019-06-05,17.325,17.65
2019-06-06,17.125,17.45
2019-06-07,17.225,17.15
2019-06-10,17.025,17.1
2019-06-11,17.125,17.05
2019-06-12,17.025,17.15
2019-06-13,17.025,17.05
2019-06-14,16.775,17.0
2019-06-17,16.625,16.8
2019-06-18,16.625,16.61
2019-06-19,15.875,16.6
2019-06-20,16.725,16.55
2019-06-21,17.125,16.7
2019-06-24,16.975,17.11
2019-06-25,17.325,17.0
2019-06-26,17.275,17.31
2019-06-27,16.975,17.3
2019-06-28,16.575,16.96
2019-07-01,16.125,16.5
2019-07-02,15.575,16.15
2019-07-03,15.525,15.59
2019-07-05,15.675,15.53
2019-07-08,16.025,15.6
2019-07-09,16.075,16.03
2019-07-10,15.575,16.05
2019-07-11,15.425,15.55
2019-07-12,15.225,15.45
2019-07-15,15.225,15.25
2019-07-16,15.325,15.25
2019-07-17,15.725,15.36
2019-07-18,16.375,16.6
2019-07-19,16.725,16.25
2019-07-22,16.375,16.75
2019-07-23,16.125,16.38
2019-07-24,15.825,16.2
2019-07-25,16.125,15.82
2019-07-26,15.825,16.15
2019-07-29,15.925,15.9
2019-07-30,16.425,15.9
2019-07-31,17.175,16.27
2019-08-01,17.775,17.25
2019-08-02,17.675,17.82
2019-08-05,20.225,17.7
2019-08-06,19.425,20.65
2019-08-07,19.125,19.49
2019-08-08,18.075,19.25
2019-08-09,18.575,18.2
2019-08-12,19.975,18.5
2019-08-13,18.475,19.8
2019-08-14,20.425,18.52
2019-08-15,20.475,20.6
2019-08-16,19.325,20.48
2019-08-19,18.075,19.2
2019-08-20,18.475,18.15
2019-08-21,17.375,18.6
2019-08-22,18.325,17.97
2019-08-23,19.475,18.24
2019-08-26,19.425,20.15
2019-08-27,20.075,19.45
2019-08-28,19.625,19.95
2019-08-29,19.025,19.65
2019-08-30,19.175,19.1
2019-09-03,19.525,19.45
2019-09-04,18.675,19.55
2019-09-05,18.225,18.8
2019-09-06,17.725,18.25
2019-09-09,17.675,17.65
2019-09-10,17.675,17.67
2019-09-11,17.325,17.7
2019-09-12,17.025,17.35
2019-09-13,16.875,17.05
2019-09-16,17.275,17.35
2019-09-17,17.075,17.2
2019-09-18,16.375,17.08
2019-09-19,17.575,17.57
2019-09-20,18.375,17.55
2019-09-23,18.025,18.35
2019-09-24,18.675,17.95
2019-09-25,18.375,18.7
2019-09-26,18.575,18.37
2019-09-27,19.025,18.65
2019-09-30,18.275,18.75
2019-10-01,19.325,18.36
2019-10-02,20.175,19.19
2019-10-03,19.375,20.05
2019-10-04,18.675,19.4
2019-10-07,18.775,18.9
2019-10-08,19.975,18.8
2019-10-09,19.275,19.9
2019-10-10,18.825,19.25
2019-10-11,18.075,18.66
2019-10-14,17.325,18.1
2019-10-15,16.875,17.3
2019-10-16,16.725,16.91
2019-10-17,17.425,17.47
2019-10-18,17.525,17.4
2019-10-21,17.225,17.6
2019-10-22,17.575,17.22
2019-10-23,17.325,17.6
2019-10-24,17.275,17.3
2019-10-25,16.925,17.25
2019-10-28,17.025,16.9
2019-10-29,17.025,17.0
2019-10-30,16.475,16.99
2019-10-31,16.725,16.55
2019-11-01,16.175,16.75
2019-11-04,16.225,16.15
2019-11-05,16.575,16.25
2019-11-06,16.325,16.6
2019-11-07,16.175,16.3
2019-11-08,16.025,16.2
2019-11-11,15.825,16.08
2019-11-12,15.825,15.85
2019-11-13,15.825,15.82
2019-11-14,15.625,15.82
2019-11-15,15.125,15.65
2019-11-18,15.025,15.15
2019-11-19,15.225,15.05
2019-11-20,15.175,15.2
2019-11-21,17.025,16.9
2019-11-22,16.725,17.0
2019-11-25,16.225,16.65
2019-11-26,16.075,16.25
2019-11-27,16.125,16.05
2019-11-29,16.375,16.1
2019-12-02,17.075,16.31
2019-12-03,17.575,17.07
2019-12-04,16.975,17.6
2019-12-05,16.775,17.0
2019-12-06,16.375,16.76
2019-12-09,17.125,16.29
2019-12-10,16.875,17.1
2019-12-11,16.575,16.92
2019-12-12,15.925,16.56
2019-12-13,15.175,15.9
2019-12-16,14.825,15.2
2019-12-17,14.875,14.85
2019-12-18,14.825,14.9
2019-12-19,16.275,16.41
2019-12-20,16.425,16.3
2019-12-23,16.575,16.41
2019-12-24,16.475,16.52
2019-12-26,16.575,16.45
2019-12-27,17.025,16.65
2019-12-30,17.375,16.91
2019-12-31,16.625,17.35
2020-01-02,16.125,16.7
2020-01-03,16.725,16.1
2020-01-06,16.675,17.0
2020-01-07,16.525,16.75
2020-01-08,16.125,16.7
2020-01-09,15.775,16.21
2020-01-10,15.725,15.78
2020-01-13,15.375,15.75
2020-01-14,15.225,15.4
2020-01-15,15.175,15.25
2020-01-16,14.925,15.18
2020-01-17,14.925,14.89
2020-01-21,15.075,14.95
2020-01-22,15.175,15.05
2020-01-23,15.675,15.75
2020-01-24,16.225,15.62
2020-01-27,17.325,16.6
2020-01-28,16.825,17.32
2020-01-29,16.775,16.65
2020-01-30,16.425,16.75
2020-01-31,17.725,16.4
2020-02-03,17.425,17.85
2020-02-04,16.525,17.42
2020-02-05,16.125,16.55
2020-02-06,15.975,16.08
2020-02-07,16.225,15.95
2020-02-10,15.975,16.25
2020-02-11,15.925,16.0
2020-02-12,15.325,15.95
2020-02-13,15.575,15.3
2020-02-14,15.425,15.55
2020-02-18,15.825,15.4
2020-02-19,15.375,15.8
2020-02-20,16.825,16.25
2020-02-21,17.325,16.85
2020-02-24,19.375,17.75
2020-02-25,20.875,19.5
2020-02-26,20.975,20.75
2020-02-27,23.525,21.0
2020-02-28,23.025,23.75
2020-03-02,23.325,24.35
2020-03-03,25.525,23.25
2020-03-04,24.625,25.55
2020-03-05,27.525,24.65
2020-03-06,30.325,27.5
2020-03-09,36.225,32.3
2020-03-10,34.775,37.3
2020-03-11,38.575,34.8
2020-03-12,45.825,38.8
2020-03-13,43.9,49.1
2020-03-16,59.15,43.55
2020-03-17,61.425,59.15
2020-03-18,70.475,60.7
2020-03-19,58.975,60.0
2020-03-20,56.625,58.85
2020-03-23,45.325,57.85
2020-03-24,40.15,43.35
2020-03-25,44.525,39.95
2020-03-26,39.65,44.2
2020-03-27,44.825,39.65
2020-03-30,42.75,46.45
2020-03-31,40.925,42.72
2020-04-01,44.625,41.48
2020-04-02,42.025,43.9
2020-04-03,40.9,42.35
2020-04-06,37.925,40.7
2020-04-07,39.675,38.2
2020-04-08,38.3,39.6
2020-04-09,36.925,38.35
2020-04-13,36.125,36.75
2020-04-14,32.975,36.2
2020-04-15,36.575,33.22
2020-04-16,34.425,34.6
2020-04-17,33.075,33.05
2020-04-20,36.225,33.56
2020-04-21,38.675,36.05
2020-04-22,37.375,38.55
2020-04-23,37.725,37.4
2020-04-24,35.575,37.9
2020-04-27,33.475,35.35
2020-04-28,33.825,33.52
2020-04-29,31.775,33.86
2020-04-30,33.225,31.45
2020-05-01,35.975,33.87
2020-05-04,34.975,36.55
2020-05-05,33.775,35.05
2020-05-06,34.575,33.9
2020-05-07,32.625,34.45
2020-05-08,30.725,32.65
2020-05-11,29.025,30.9
2020-05-12,32.925,29.25
2020-05-13,34.925,32.85
2020-05-14,32.925,34.25
2020-05-15,32.725,33.15
2020-05-18,30.1,32.67
2020-05-19,32.075,30.2
2020-05-20,29.775,32.05
2020-05-21,31.625,30.3
2020-05-22,31.075,31.37
2020-05-26,30.475,31.0
2020-05-27,30.075,30.55
2020-05-28,31.125,30.15
2020-05-29,30.175,31.14
2020-06-01,30.775,30.35
2020-06-02,30.025,30.75
2020-06-03,29.075,29.95
2020-06-04,28.725,29.15
2020-06-05,27.175,28.67
2020-06-08,27.925,27.05
2020-06-09,29.575,27.85
2020-06-10,29.025,29.35
2020-06-11,39.675,29.05
2020-06-12,34.825,38.75
2020-06-15,34.075,36.0
2020-06-16,33.625,33.95
2020-06-17,33.625,33.6
2020-06-18,33.375,33.25
2020-06-19,34.725,33.3
2020-06-22,31.675,34.95
2020-06-23,31.925,31.85
2020-06-24,33.475,31.8
2020-06-25,32.325,33.42
2020-06-26,34.475,32.55
2020-06-29,32.825,34.7
2020-06-30,31.825,32.92
2020-07-01,30.825,31.75
2020-07-02,30.075,30.85
2020-07-06,30.2,30.1
2020-07-07,31.125,30.25
2020-07-08,30.425,31.2
2020-07-09,31.225,30.25
2020-07-10,30.325,31.1
2020-07-13,32.975,30.15
2020-07-14,31.275,32.9
2020-07-15,30.375,30.9
2020-07-16,30.275,30.4
2020-07-17,28.975,30.25
2020-07-20,27.525,28.8
2020-07-21,27.825,27.46
2020-07-22,27.25,28.0
2020-07-23,30.275,29.19
2020-07-24,30.525,30.1
2020-07-27,29.925,31.1
2020-07-28,29.875,29.87
2020-07-29,29.475,29.8
2020-07-30,29.825,29.41
2020-07-31,29.625,29.35
2020-08-03,29.375,29.65
2020-08-04,28.425,29.34
2020-08-05,28.125,28.4
2020-08-06,27.875,28.07
2020-08-07,27.825,27.78
2020-08-10,27.125,27.81
2020-08-11,28.175,27.2
2020-08-12,26.875,27.9
2020-08-13,26.825,26.85
2020-08-14,26.975,26.8
2020-08-17,25.825,26.8
2020-08-18,25.475,25.85
2020-08-19,26.225,25.55
2020-08-20,29.225,29.4
2020-08-21,29.575,29.25
2020-08-24,29.575,29.4
2020-08-25,29.475,29.58
2020-08-26,30.375,29.5
2020-08-27,31.325,30.41
2020-08-28,31.675,31.25
2020-08-31,33.225,31.65
2020-09-01,33.525,33.3
2020-09-02,35.325,33.54
2020-09-03,39.025,35.35
2020-09-04,36.175,38.8
2020-09-08,34.625,36.02
2020-09-09,33.225,35.2
2020-09-10,32.675,33.25
2020-09-11,31.875,32.88
2020-09-14,31.375,31.4
2020-09-15,30.425,31.2
2020-09-16,30.525,30.45
2020-09-17,30.575,30.7
2020-09-18,30.675,30.52
2020-09-21,31.675,30.9
2020-09-22,32.175,31.7
2020-09-23,33.325,32.1
2020-09-24,33.675,33.4
2020-09-25,32.925,33.57
2020-09-28,32.975,32.89
2020-09-29,32.075,33.0
2020-09-30,32.875,32.25
2020-10-01,32.475,32.8
2020-10-02,33.175,32.5
2020-10-05,32.225,32.95
2020-10-06,32.225,32.2
2020-10-07,31.725,32.47
2020-10-08,30.425,31.67
2020-10-09,29.025,30.3
2020-10-12,28.575,29.05
2020-10-13,28.575,28.55
2020-10-14,28.2,28.55
2020-10-15,28.875,28.3
2020-10-16,29.025,28.8
2020-10-19,30.225,29.0
2020-10-20,29.975,29.9
2020-10-21,29.225,29.9
2020-10-22,28.525,28.8
2020-10-23,28.625,28.3
2020-10-26,30.375,28.75
2020-10-27,30.925,30.3
2020-10-28,34.725,31.15
2020-10-29,32.575,34.1
2020-10-30,34.075,33.5
2020-11-02,33.175,34.0
2020-11-03,31.575,33.01
2020-11-04,29.175,31.55
2020-11-05,28.775,29.05
2020-11-06,27.175,28.6
2020-11-09,26.275,27.0
2020-11-10,25.425,25.95
2020-11-11,24.975,25.48
2020-11-12,26.575,24.75
2020-11-13,25.075,26.58
2020-11-16,24.525,24.65
2020-11-17,24.025,24.45
2020-11-18,24.875,24.15
2020-11-19,25.925,26.08
2020-11-20,25.825,26.22
2020-11-23,25.725,26.2
2020-11-24,25.625,25.65
2020-11-25,24.825,25.44
2020-11-27,25.025,24.85
2020-11-30,24.575,24.8
2020-12-01,24.425,24.5
2020-12-02,24.325,24.38
2020-12-03,24.475,24.29
2020-12-04,24.225,24.4
2020-12-07,24.325,24.2
2020-12-08,23.625,24.45
2020-12-09,24.375,23.65
2020-12-10,24.675,24.15
2020-12-11,25.575,24.6
2020-12-14,26.125,25.1
2020-12-15,24.975,26.05
2020-12-16,24.1,24.85
2020-12-17,25.425,25.65
2020-12-18,25.725,25.47
2020-12-21,27.125,25.5
2020-12-22,26.925,26.95
2020-12-23,26.175,26.95
2020-12-24,25.625,26.05
2020-12-28,25.575,25.6
2020-12-29,26.425,25.41
2020-12-30,25.625,26.35
2020-12-31,25.575,25.7
2021-01-04,27.125,25.44
2021-01-05,26.425,27.25
2021-01-06,26.275,26.65
2021-01-07,24.975,25.8
2021-01-08,24.825,25.0
2021-01-11,26.175,25.0
2021-01-12,25.425,26.0
2021-01-13,25.075,25.5
2021-01-14,25.325,24.95
2021-01-15,25.975,25.25
2021-01-19,25.225,26.45
2021-01-20,24.775,25.3
2021-01-21,26.225,26.2
2021-01-22,26.525,26.25
2021-01-25,27.4004,26.4
2021-01-26,27.2267,27.35
2021-01-27,31.2313,27.16
2021-01-28,30.7199,31.65
2021-01-29,32.4205,30.95
2021-02-01,31.0263,32.6
2021-02-02,28.7376,31.1
2021-02-03,27.6514,28.65
2021-02-04,26.7436,27.42
2021-02-05,26.65,26.8
2021-02-08,26.5484,26.7
2021-02-09,26.6863,26.58
2021-02-10,27.2855,26.65
2021-02-11,26.692,27.2
2021-02-12,25.8785,26.85
2021-02-16,26.1251,25.85
2021-02-17,25.6,26.1
2021-02-18,28.65,28.66
2021-02-19,27.8902,28.7
2021-02-22,28.6508,27.96
2021-02-23,27.8272,28.3
2021-02-24,26.7495,27.96
2021-02-25,29.6522,26.85
2021-02-26,28.2329,29.7
2021-03-01,26.9033,28.36
2021-03-02,27.0329,26.7
2021-03-03,27.9008,26.9
2021-03-04,28.9361,27.9
2021-03-05,27.2112,28.82
2021-03-08,27.6657,27.0
2021-03-09,26.7188,27.44
2021-03-10,26.4616,26.6
2021-03-11,25.8013,26.38
2021-03-12,25.4109,25.85
2021-03-15,23.9781,25.4
2021-03-16,24.047,24.15
2021-03-17,23.0025,24.0
2021-03-18,25.8014,25.13
2021-03-19,25.2669,25.75
2021-03-22,23.9449,25.47
2021-03-23,24.7467,23.9
2021-03-24,24.7612,24.47
2021-03-25,24.2012,24.63
2021-03-26,23.3135,24.15
2021-03-29,23.6502,23.4
2021-03-30,22.8076,23.5
2021-03-31,22.6758,22.9
2021-04-01,22.0336,22.6
2021-04-05,21.4914,21.82
2021-04-06,21.4864,21.46
2021-04-07,21.0655,21.58
2021-04-08,20.805,20.93
2021-04-09,20.8262,20.74
2021-04-12,20.5653,20.91
2021-04-13,20.4734,20.6
2021-04-14,20.9333,20.55
2021-04-15,20.2942,20.75
2021-04-16,19.955,20.35
2021-04-19,20.7006,19.95
2021-04-20,21.0528,20.65
2021-04-21,19.9955,21.25
2021-04-22,22.8048,22.04
2021-04-23,22.191,22.75
2021-04-26,22.1001,22.16
2021-04-27,21.6953,22.06
2021-04-28,21.7018,21.67
2021-04-29,21.598,21.65
2021-04-30,22.2391,21.66
2021-05-03,21.5522,22.15
2021-05-04,22.2357,21.5
2021-05-05,21.6758,22.39
2021-05-06,21.622700000000002,21.75
2021-05-07,20.5424,21.73
2021-05-10,21.3487,20.69
2021-05-11,22.8487,21.4
2021-05-12,26.4334,22.96
2021-05-13,24.0809,26.3
2021-05-14,21.3668,24.1
2021-05-17,22.1144,21.25
2021-05-18,22.3794,21.85
2021-05-19,23.3861,22.5
2021-05-20,23.6346,24.58
2021-05-21,23.28,23.66
2021-05-24,22.4758,23.35
2021-05-25,22.6499,22.5
2021-05-26,21.6727,22.58
2021-05-27,20.6488,21.65
2021-05-28,20.8509,20.68
2021-06-01,21.3709,20.75
2021-06-02,21.0457,21.2
2021-06-03,21.3869,21.1
2021-06-04,20.3389,21.35
2021-06-07,20.0021,20.4
2021-06-08,20.2319,20.0
2021-06-09,20.4981,20.26
2021-06-10,19.443,20.45
2021-06-11,18.8501,19.52
2021-06-14,19.0759,19.4
2021-06-15,19.5645,19.1
2021-06-16,19.623,19.35
2021-06-17,20.9062,21.23
2021-06-18,22.2601,21.0
2021-06-21,21.1897,22.4
2021-06-22,20.5299,21.35
2021-06-23,20.1918,20.4
2021-06-24,19.853,20.09
2021-06-25,19.6252,19.8
2021-06-28,19.516,19.55
2021-06-29,19.953,19.55
2021-06-30,19.7487,19.75
2021-07-01,19.5447,19.72
2021-07-02,19.4999,19.6
2021-07-06,19.8513,19.45
2021-07-07,19.9455,19.9
2021-07-08,20.9988,19.8
2021-07-09,19.8444,21.09
2021-07-12,19.8395,19.9
2021-07-13,20.0157,19.65
2021-07-14,19.602899999999998,20.05
2021-07-15,19.8149,19.65
2021-07-16,20.6339,19.9
2021-07-19,23.6675,20.4
2021-07-20,21.4852,23.05
2021-07-21,20.1082,21.4
2021-07-22,21.85,21.5
2021-07-23,21.6506,21.55
2021-07-26,21.6947,21.7
2021-07-27,22.2005,21.6
2021-07-28,21.7999,22.4
2021-07-29,21.5483,22.05
2021-07-30,22.0749,21.9
2021-08-02,22.7197,21.95
2021-08-03,21.8428,22.6
2021-08-04,21.7559,21.95
2021-08-05,21.2892,21.78
2021-08-06,20.751,21.35
2021-08-09,20.6867,20.75
2021-08-10,20.3456,20.56
2021-08-11,19.7318,20.4
2021-08-12,19.3979,19.9
2021-08-13,19.486,19.31
2021-08-16,19.6237,19.57
2021-08-17,20.1697,19.65
2021-08-18,21.7058,20.4
2021-08-19,23.1773,22.8
2021-08-20,22.1551,23.2
2021-08-23,21.6622,22.2
2021-08-24,21.6582,21.47
2021-08-25,21.2899,21.6
2021-08-26,21.9501,21.3
